TAHUN LULUS,PERUNTUKAN,NEGERI,PARLIMEN,KOD SEKOLAH,NAMA PROJEK,STATUS,% JADUAL **,% SEBENAR **
2018,RMK,SABAH,SEPANGGAR,XBA4072,SK UNGGUN,SIAP,100,100
2018,RMK,SABAH,SEPANGGAR,XBA4401,SK BANTAYAN,SIAP,100,100
2018,RMK,SABAH,SEPANGGAR,XCA4369,SK TOMBONGON,SIAP,100,100
2018,RMK,SABAH,SILAM,XBA3129,SK TELISAI,SIAP,100,100
2018,RMK,SABAH,SILAM,XBA3130,SK TANJUNG LABIAN,SIAP,100,100
2018,RMK,SABAH,SILAM,XBA3132,SK TUNGKU,SIAP,100,100
2018,RMK,SABAH,SILAM,XBA3133,SK ULU TUNGKU,SIAP,100,100
2018,RMK,SABAH,SILAM,XBA3135,SK SRI DARUN,SIAP,100,100
2018,RMK,SABAH,SILAM,XBA3206,SK PANGI,SIAP,100,100
2018,RMK,SABAH,SIPITANG,XBA6036,SK LUPAK,SIAP,100,100
2018,RMK,SABAH,SIPITANG,XBA6204,SK KEBAWANG,SIAP,100,100
2018,RMK,SABAH,SIPITANG,XBA6209,SK LUBOK DARAT,SIAP,100,100
2018,RMK,SABAH,SIPITANG,XBA6210,SK MELAMAM,SIAP,100,100
2018,RMK,SABAH,SIPITANG,XBA6211,SK MENDULONG,SIAP,100,100
2018,RMK,SABAH,SIPITANG,XBA6219,SK SINDUMIN,SIAP,100,100
2018,RMK,SABAH,TAWAU,XBA3003,SK ANDRASSY,SIAP,100,100
2018,RMK,SABAH,TAWAU,XBA3008,SK BLOK 31,SIAP,100,100
2018,RMK,SABAH,TAWAU,XBA3022,SK KUALA APAS,SIAP,100,100
2018,RMK,SABAH,TENOM,XBA1309,SK GUMISI,SIAP,100,100
2018,RMK,SABAH,TENOM,XBA1317,SK KUALA TOMANI,SIAP,100,100
2018,RMK,SABAH,TENOM,XBA1331,SK SAGA,SIAP,100,100
2018,RMK,SABAH,TENOM,XBA1348,SK JAWA SUMBILING,SIAP,100,100
2018,RMK,SABAH,TUARAN,XBA4304,SK BOLONG,SIAP,100,100
2018,RMK,SABAH,TUARAN,XBA4310,SK SUNGAI DAMIT,SIAP,100,100
2018,RMK,SABAH,TUARAN,XBA4320,SK KINDU,SIAP,100,100
2018,RMK,SABAH,TUARAN,XBA4331,SK NONGKOLUD,SIAP,100,100
2018,RMK,SABAH,TUARAN,XBA4358,SK TAMBALANG,SIAP,100,100
2018,RMK,SABAH,TUARAN,XBA4413,SK RUNGUS TAMPARULI,SIAP,100,100
2018,RMK,SABAH,TUARAN,XBA4418,SK TAGINAMBUR,SIAP,100,100
2018,RMK,SABAH,TUARAN,XBA4419,SK PEKAN TAMPARULI,SIAP,100,100
2018,RMK,SABAH,TUARAN,XBA4420,SK PEKAN TENGILAN,SIAP,100,100
2018,RMK,SABAH,TUARAN,XBA4422,SK TIONG PERUNGUSAN,SIAP,100,100
2018,RMK,SABAH,TUARAN,XBA4426,SK WANGKOD,SIAP,100,100
2018,RMK,SARAWAK,BARAM,YBB4305,SK POYUT,SIAP,100,100
2018,RMK,SARAWAK,BARAM,YBB4332,SK SUNGAI BONG,SIAP,100,100
2018,RMK,SARAWAK,BARAM,YBC4303,SJK(C) HUA KWONG,SIAP,100,100
2018,RMK,SARAWAK,BARAM,YEB4301,SMK MARUDI,SIAP,100,100
2018,RMK,SARAWAK,BARAM,YEB4302,SMK LONG LAMA,SIAP,100,100
2018,RMK,SARAWAK,BATANG LUPAR,YBA2106,SK LELA PAHLAWAN,SIAP,100,100
2018,RMK,SARAWAK,BATANG LUPAR,YBA8303,SK TUNGKAH MELAYU,SIAP,100,100
2018,RMK,SARAWAK,BATANG LUPAR,YBA8320,SK TEBELU,SIAP,100,100
2018,RMK,SARAWAK,BATANG LUPAR,YBB2410,SK MUTON,SIAP,100,100
2018,RMK,SARAWAK,BATANG SADONG,YBB8305,SK TEMIANG,SIAP,100,100
2018,RMK,SARAWAK,BETONG,YBA2420,SK MEDANG,SIAP,100,100
2018,RMK,SARAWAK,BETONG,YEA2402,SMK SPAOH,SIAP,100,100
2018,RMK,SARAWAK,BINTULU,YBA9107,SK BUKIT MAWANG,SIAP,100,100
2018,RMK,SARAWAK,BINTULU,YBA9201,SK KUALA TATAU,SIAP,100,100
2018,RMK,SARAWAK,BINTULU,YBB4403,SK KAMPUNG IRAN,SIAP,100,100
2018,RMK,SARAWAK,BINTULU,YBB4409,SK SG MANONG,SIAP,100,100
2018,RMK,SARAWAK,BINTULU,YBB4420,SK KAMPUNG NYALAU,SIAP,100,100
2018,RMK,SARAWAK,BINTULU,YEE9103,SMK BINTULU,SIAP,100,100
2018,RMK,SARAWAK,IGAN,YBB6311,SK KPG PENASU DARO,SIAP,100,100
2018,RMK,SARAWAK,IGAN,YBB6401,SK O K SERGUNIM,SIAP,100,100
2018,RMK,SARAWAK,IGAN,YBB6410,SK KPG PANGTRAY,SIAP,100,100
2018,RMK,SARAWAK,IGAN,YBB6414,SK BRUAN MAPAL,SIAP,100,100
2018,RMK,SARAWAK,IGAN,YBE6404,SK ULU DARO,SIAP,100,100
2018,RMK,SARAWAK,IGAN,YBE6406,SK NANGAR,SIAP,100,100
2018,RMK,SARAWAK,JULAU,YBB6107,SK ASSUN,SIAP,100,100
2018,RMK,SARAWAK,JULAU,YBB6204,SK NANGA PAKAN,SIAP,100,100
2018,RMK,SARAWAK,JULAU,YBB6205,SK NANGA WAK,SIAP,100,100
2018,RMK,SARAWAK,JULAU,YBB6213,SK NANGA ENTABAI,SIAP,100,100
2018,RMK,SARAWAK,JULAU,YBB6224,SK SUNGAI SUGAI,SIAP,100,100
2018,RMK,SARAWAK,JULAU,YBB6226,SK NANGA ENGKAMOP,SIAP,100,100
2018,RMK,SARAWAK,KANOWIT,YBB3302,SK NG LIPUS,SIAP,100,100
2018,RMK,SARAWAK,KANOWIT,YBB3303,SK RANTAU KEMIDING,SIAP,100,100
2018,RMK,SARAWAK,KANOWIT,YBB3309,SK NANGA DAP,SIAP,100,100
2018,RMK,SARAWAK,KANOWIT,YBB3320,SK ULU RANAN,SIAP,100,100
2018,RMK,SARAWAK,KOTA SAMARAHAN,YBA1326,SK SEMENGGOK,SIAP,100,100
2018,RMK,SARAWAK,KOTA SAMARAHAN,YBA8109,SK ENDAP,SIAP,100,100
2018,RMK,SARAWAK,KOTA SAMARAHAN,YBA8112,SK KG MELAYU,SIAP,100,100
2018,RMK,SARAWAK,KOTA SAMARAHAN,YBE8109,SK ASAJAYA ULU,SIAP,100,100
2018,RMK,SARAWAK,LANANG,YBB3206,SK SG SALIM,SIAP,100,100
2018,RMK,SARAWAK,LANANG,YBB3209,SK ULU SUNGAI SALIM,SIAP,100,100
2018,RMK,SARAWAK,LANANG,YBB3227,SK KPG BANYOK,SIAP,100,100
2018,RMK,SARAWAK,LANANG,YBB3235,SK TANJUNG LATAP,SIAP,100,100
2018,RMK,SARAWAK,LAWAS,YBA5201,SK KUALA LAWAS,SIAP,100,100
2018,RMK,SARAWAK,LAWAS,YBA5202,SK MERAPOK,SIAP,100,100
2018,RMK,SARAWAK,LAWAS,YBA5203,SK PUNANG,SIAP,100,100
2018,RMK,SARAWAK,LAWAS,YBA5207,SK ULU MERAPOK,SIAP,100,100
2018,RMK,SARAWAK,LAWAS,YBA5208,SK BATU LIMA,SIAP,100,100
2018,RMK,SARAWAK,LAWAS,YBA5210,SK KERANGAN,SIAP,100,100
2018,RMK,SARAWAK,LAWAS,YBB5206,SK LONG TENGOA,SIAP,100,100
2018,RMK,SARAWAK,LAWAS,YBB5212,SK SIANG-SIANG,SIAP,100,100
2018,RMK,SARAWAK,LIMBANG,YBA5102,SK KUBONG,SIAP,100,100
2018,RMK,SARAWAK,LIMBANG,YBA5109,SK GADONG,SIAP,100,100
2018,RMK,SARAWAK,LIMBANG,YBA5111,SK LIMPAKI,SIAP,100,100
2018,RMK,SARAWAK,LIMBANG,YBA5116,SK PENGKALAN JAWA,SIAP,100,100
2018,RMK,SARAWAK,LIMBANG,YBA5117,SK MERAMBUT,SIAP,100,100
2018,RMK,SARAWAK,LIMBANG,YBB5102,SK UKONG,SIAP,100,100
2018,RMK,SARAWAK,LIMBANG,YBB5104,SK MENUANG (TUKAR KE SK SG KEM BATU 18),SIAP,100,100
2018,RMK,SARAWAK,LIMBANG,YBB5105,SK KUALA PENGANAN,SIAP,100,100
2018,RMK,SARAWAK,LIMBANG,YBB5106,SK LONG NAPIR,SIAP,100,100
2018,RMK,SARAWAK,LIMBANG,YBB5109,SK KUALA MEDALAM,SIAP,100,100
2018,RMK,SARAWAK,LUBOK ANTU,YBB2303,SK RIDAN,SIAP,100,100
2018,RMK,SARAWAK,LUBOK ANTU,YBB2304,SK IJOK,SIAP,100,100
2018,RMK,SARAWAK,LUBOK ANTU,YBB2305,SK MELABAN,SIAP,100,100
2018,RMK,SARAWAK,LUBOK ANTU,YBB2306,SK NANGA KUMPANG,SIAP,100,100
2018,RMK,SARAWAK,LUBOK ANTU,YBB2310,SK BASI,SIAP,100,100
2018,RMK,SARAWAK,LUBOK ANTU,YBB2312,SK SKAROK,SIAP,100,100
2018,RMK,SARAWAK,LUBOK ANTU,YBB2313,SK SBANGKI,SIAP,100,100
2018,RMK,SARAWAK,LUBOK ANTU,YBB2324,SK STENGIN/SEDARAT,SIAP,100,100
2018,RMK,SARAWAK,MAS GADING,YBB1108,SK TEMBAWANG,SIAP,100,100
2018,RMK,SARAWAK,MAS GADING,YBB1112,SK SERABAK,SIAP,100,100
2018,RMK,SARAWAK,MAS GADING,YBB1114,SK SKIBANG,SIAP,100,100
2018,RMK,SARAWAK,MAS GADING,YBB1116,SK SEBOBOK,SIAP,100,100
2018,RMK,SARAWAK,MAS GADING,YBB1120,SK SENIBONG,SIAP,100,100
2018,RMK,SARAWAK,MAS GADING,YBB1403,SK SEBIRIS,SIAP,100,100
2018,RMK,SARAWAK,MAS GADING,YBE1102,SK STASS,SIAP,100,100
2018,RMK,SARAWAK,MIRI,YBA4102,SK RIAM BATU 2,SIAP,100,100
2018,RMK,SARAWAK,MIRI,YBA4106,SK PUJUT CORNER,SIAP,100,100
2018,RMK,SARAWAK,MIRI,YBA4110,SK TEMENGGONG DATUK MUIP,SIAP,100,100
2018,RMK,SARAWAK,MUKAH,YBA3404,SK SG LIUK,SIAP,100,100
2018,RMK,SARAWAK,MUKAH,YBA3407,SK SLDB LADANG 3,SIAP,100,100
2018,RMK,SARAWAK,MUKAH,YBA3409,SK PENAKUP ULU,SIAP,100,100
2018,RMK,SARAWAK,MUKAH,YBB3403,SK LUBOK BEMBAN,SIAP,100,100
2018,RMK,SARAWAK,MUKAH,YBB3501,SK KPG TEH,SIAP,100,100
2018,RMK,SARAWAK,MUKAH,YBB3507,SK KAMPUNG BAKONG TERUS,SIAP,100,100
2018,RMK,SARAWAK,MUKAH,YBE3405,SK KAMPUNG TEH,SIAP,100,100
2018,RMK,SARAWAK,MUKAH,YBE3410,SK SG PENIPAH,SIAP,100,100
2018,RMK,SARAWAK,MUKAH,YBE3505,SK SG KUT TENGAH,SIAP,100,100
2018,RMK,SARAWAK,PETRA JAYA,YBA1206,SK MATANG JAYA,SIAP,100,100
2018,RMK,SARAWAK,PETRA JAYA,YBA1347,SK TAN SRI DATUK HAJI MOHAMED,SIAP,100,100
2018,RMK,SARAWAK,PUNCAK BORNEO,YBB1111,SK GUMBANG,SIAP,100,100
2018,RMK,SARAWAK,PUNCAK BORNEO,YBB1119,SK PEDAUN BAWAH,SIAP,100,100
2018,RMK,SARAWAK,PUNCAK BORNEO,YBB1121,SK SUNGAI PINANG,SIAP,100,100
2018,RMK,SARAWAK,PUNCAK BORNEO,YBE1101,SK PODAM,SIAP,100,100
2018,RMK,SARAWAK,SANTUBONG,YBA1401,SK STUNGGANG MELAYU,SIAP,100,100
2018,RMK,SARAWAK,SARATOK,YBB2201,SK SUNGAI KLAMPAI,SIAP,100,100
2018,RMK,SARAWAK,SARIKEI,DBA4278,SK SG. PETAI,SIAP,100,100
2018,RMK,SARAWAK,SARIKEI,YBB6108,SK RENTAP,SIAP,100,100
2018,RMK,SARAWAK,SARIKEI,YBB6114,SK TANAH PUTIH,SIAP,100,100
2018,RMK,SARAWAK,SARIKEI,YBB6303,SK SG MADOR,SIAP,100,100
2018,RMK,SARAWAK,SARIKEI,YBB6312,SK ULU STRAS,SIAP,100,100
2018,RMK,SARAWAK,SARIKEI,YEE6301,SMK MERADONG,SIAP,100,100
2018,RMK,SARAWAK,SELANGAU,YBB3415,SK SG ANAK,SIAP,100,100
2018,RMK,SARAWAK,SELANGAU,YBE9207,SK TATAU,SIAP,100,100
2018,RMK,SARAWAK,SERIAN,YBB8215,SK MELANSAI,SIAP,100,100
2018,RMK,SARAWAK,SERIAN,YBB8217,SK SUNGAI SAMERAN,SIAP,100,100
2018,RMK,SARAWAK,SERIAN,YBC8201,SJK(C) SG MENYAN,SIAP,100,100
2018,RMK,SARAWAK,SIBU,YBB3201,SK SG AUP,SIAP,100,100
2018,RMK,SARAWAK,SIBU,YBB3216,SK NG TUTUS,SIAP,100,100
2018,RMK,SARAWAK,SIBUTI,YBA4416,SK TANJUNG BELIPAT,SIAP,100,100
2018,RMK,SARAWAK,SIBUTI,YBB4101,SK KG BERAYA,SIAP,100,100
2018,RMK,SARAWAK,SIBUTI,YBB4426,SK KELAPA SAWIT NO. 2,SIAP,100,100
2018,RMK,SARAWAK,SIBUTI,YBB4429,SK KELAPA SAWIT NO.5,SIAP,100,100
2018,RMK,SARAWAK,TANJONG MANIS,YBA6109,SK BUKIT KINYAU,SIAP,100,100
2018,RMK,SARAWAK,TANJONG MANIS,YBB6106,SK ST. ANDREW,SIAP,100,100
2018,RMK,SARAWAK,TANJONG MANIS,YBB6118,SK MUARA PAYANG,SIAP,100,100
2018,RMK,SARAWAK,TANJONG MANIS,YBB6304,SK SG SELIDAP,SIAP,100,100
2018,RMK,SELANGOR,HULU SELANGOR,BBA5030,SK BUKIT SENTOSA,SIAP,100,100
2018,RMK,SELANGOR,KOTA RAJA,BBA0006,SK JALAN KEBUN,SIAP,100,100
2018,RMK,SELANGOR,KOTA RAJA,BBA0040,SK KOTA KEMUNING,SIAP,100,100
2018,RMK,SELANGOR,KUALA LANGAT,BBA1004,SK SUNGAI MANGGIS,SIAP,100,100
2018,RMK,SELANGOR,KUALA LANGAT,BBA1008,SK JENJAROM,SIAP,100,100
2018,RMK,SELANGOR,KUALA LANGAT,BBA1010,SK KEBUN BAHARU,SIAP,100,100
2018,RMK,SELANGOR,KUALA LANGAT,BBA1011,SK SIJANGKANG,SIAP,100,100
2018,RMK,SELANGOR,KUALA LANGAT,BEA1072,SMK SIJANGKANG JAYA,SIAP,100,100
2018,RMK,SELANGOR,KUALA SELANGOR,BBA3007,SK JERAM BATU 20,SIAP,100,100
2018,RMK,SELANGOR,KUALA SELANGOR,BBA3008,SK JAYA SETIA,SIAP,100,100
2018,RMK,SELANGOR,SELAYANG,BEB7654,SMK SERI GARING RAWANG,SIAP,100,100
2018,RMK,SELANGOR,SEPANG,BBA9202,SK BUKIT BANGKONG (A),SIAP,100,100
2018,RMK,SELANGOR,SEPANG,BBA9212,SK DESA PUTRA,SIAP,100,100
2018,RMK,SELANGOR,SEPANG,BBA9216,SK BUKIT TAMPOI (A),SIAP,100,100
2018,RMK,SELANGOR,SERDANG,BBA4031,SK TAMING JAYA,SIAP,100,100
2018,RMK,SELANGOR,SUNGAI BESAR,BBA6003,SK SIMPANG LIMA,SIAP,100,100
2018,RMK,TERENGGANU,BESUT,TBA0044,SK BUKIT PUTERI,SIAP,100,100
2018,RMK,TERENGGANU,DUNGUN,TBA1009,SK SURA,SIAP,100,100
2018,RMK,TERENGGANU,DUNGUN,TBB1030,SMK SULTAN OMAR,SIAP,100,100
2018,RMK,TERENGGANU,KEMAMAN,TBA2008,SK RKT SEBERANG TAYOR,SIAP,100,100
2018,RMK,TERENGGANU,KEMAMAN,TBA2039,SK LEMBAH JABOR,SIAP,100,100
2018,RMK,TERENGGANU,KEMAMAN,TEA2023,SMK BADRUL ALAM SHAH,SIAP,100,100
2018,RMK,TERENGGANU,KEMAMAN,TEA2026,SMK KIJAL,SIAP,100,100
2018,RMK,TERENGGANU,KEMAMAN,TEA2029,SK RANTAU PETRONAS,SIAP,100,100
2018,RMK,TERENGGANU,KUALA NERUS,TBA3063,SK KEBOR BESAR,SIAP,100,100
2018,RMK,TERENGGANU,KUALA TERENGGANU,TEA3118,SMK SULTAN MANSOR,SIAP,100,100
2018,RMK,TERENGGANU,MARANG,TBA4008,SK SENTOL PATAH,SIAP,100,100
2018,RMK,TERENGGANU,MARANG,TBA4015,SMK WAKAF TAPAI,SIAP,100,100
2018,RMK,TERENGGANU,MARANG,TBA4016,SK BUKIT PAYUNG,SIAP,100,100
2018,RMK,TERENGGANU,SETIU,TBA0033,SK KG BARU TOK DOR,SIAP,100,100
2018,RMK,TERENGGANU,SETIU,TBA6114,SK PAYONG BARU,SIAP,100,100
2018,RMK,WILAYAH PERSEKUTUAN,LABUAN,WBA1024,"SK MEMBEDAI, LABUAN",SIAP,100,100
2019,KRITIKAL,SABAH,BEAUFORT,XBA6315,"PROJEK PEMBANGUNAN SEMULA SEKOLAH DAIF DI SK MENUMPANG, KUALA PENYU, SABAH (PROJEK KRITIKAL)",SIAP,100,100
2019,KRITIKAL,SABAH,PAPAR,XBA4244,"PROJEK PEMBANGUNAN SEMULA SEKOLAH DAIF DI SK RAMPAZAN, PAPAR, SABAH (PROJEK KRITIKAL)",SIAP,100,100
2019,KRITIKAL,SARAWAK,BINTULU,YBB9107,"PROJEK PEMBANGUNAN SEMULA SEKOLAH DAIF DI SK HERMANUS ASSAN, SEBAUH, SARAWAK (PROJEK KRITIKAL)",SIAP,100,100
2019,PFI 78 JUTA,SABAH,BEAUFORT,XBA6328,SK SANGKABOK,SIAP,100,100
2019,PFI 78 JUTA,SABAH,KIMANIS,XBA6104,SK KG. BRUNEI,SIAP,100,100
2019,PFI 78 JUTA,SABAH,KIMANIS,XBA6111,SK PEKAN BONGAWAN,SIAP,100,100
2019,PFI 78 JUTA,SABAH,KIMANIS,XBA6114,SK ULU LUMAGAR,SIAP,100,100
2019,PFI 78 JUTA,SABAH,KIMANIS,XBA6117,SK MANDAHAN,SIAP,100,100
2019,PFI 78 JUTA,SABAH,KOTA BELUD,XBA5308,SK GENSURAI,SIAP,100,100
2019,PFI 78 JUTA,SABAH,KOTA BELUD,XBA5311,SK SAYAP,SIAP,100,100
2019,PFI 78 JUTA,SABAH,KOTA BELUD,XBA5331,SK PITURU,SIAP,100,100
2019,PFI 78 JUTA,SABAH,KOTA BELUD,XBA5349,SK TARINTIDON,SIAP,100,100
2019,PFI 78 JUTA,SABAH,KOTA BELUD,XBA5355,SK TEMPASUK II,SIAP,100,100
2019,PFI 78 JUTA,SABAH,KOTA MARUDU,XBA5119,SK MELANGKAP,SIAP,100,100
2019,PFI 78 JUTA,SABAH,KOTA MARUDU,XBA5432,SK PINAWANTAI,SIAP,100,100
2019,PFI 78 JUTA,SABAH,PAPAR,XBA4217,SK KAIDUAN,SIAP,100,100
2019,PFI 78 JUTA,SABAH,PAPAR,XBA4227,SK KOGOPON,SIAP,100,100
2019,PFI 78 JUTA,SABAH,PAPAR,XBA4241,SK PENGALAT BESAR,SIAP,100,100
2019,PFI 78 JUTA,SABAH,PENSIANGAN,XBA1056,SK PENAGATAN,SIAP,100,100
2019,PFI 78 JUTA,SABAH,PENSIANGAN,XBC1012,SJKC CHENG MING,SIAP,100,100
2019,PFI 78 JUTA,SABAH,RANAU,XBA5430,SK PERANCANGAN,SIAP,100,100
2019,PFI 78 JUTA,SABAH,TAWAU,XBA3021,SK KINABUTAN BESAR,SIAP,100,100
2019,RM1B,SARAWAK,BARAM,YBB4302,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK BELURU CENTRAL, MIRI, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,BARAM,YBB4331,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK BARIO, BARAM, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,BATANG LUPAR,YBA8317,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK RABA, SIMUNJAN, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,BATANG LUPAR,YBA8320,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK TEBELU, SIMUNJAN, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,BATANG LUPAR,YBB8334,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK BULAN JERAGAM, SIMUNJAN, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,BATANG SADONG,YBB8314,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK MUNGGU LALLANG, SIMUNJAN, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,BATANG SADONG,YBE8313,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK PENDAM, SAMARAHAN, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,BETONG,YBB2409,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK NG GAYAU, BETONG, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,BINTULU,YBB4415,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK SG. LAMAUS, SUBIS, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,BINTULU,YBB9101,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK LABANG, BINTULU, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,BINTULU,YBB9110,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK SG. TISANG, BINTULU, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,BINTULU,YBB9202,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK KUALA SERUPAI, TATAU, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,BINTULU,YBB9208,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK SG SETIAM, BINTULU, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,HULU RAJANG,YBA9203,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK ULU KAKUS, BINTULU, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,HULU RAJANG,YBB7202,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK ABUN MATU, BELAGA, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,JULAU,YBB6112,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK SG PAOH, SARIKEI, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,JULAU,YBB6203,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK NANGA MELUAN, JULAU, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,KANOWIT,YBB3310,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK NANGA MACHAN, KANOWIT, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,KANOWIT,YBB3317,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK NANGA TADA, KANOWIT, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,KOTA SAMARAHAN,YBA8110,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK SAMBIR, ASAJAYA, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,KOTA SAMARAHAN,YBA8115,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK EMPILA, SAMARAHAN, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,KOTA SAMARAHAN,YBA8118,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK MOYAN LAUT, SAMARAHAN, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,LUBOK ANTU,YBB2317,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK NANGA KESIT, LUBOK ANTU, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,MAS GADING,YBA1103,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK KG BOBAK/ SEJINJANG, BAU, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,MAS GADING,YBB1107,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK GROGO, BAU, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,MIRI,YBA4103,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK ANCHI, MIRI, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,MIRI,YBA4108,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK PULAU MELAYU, MIRI, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,MUKAH,YBE3415,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK SLDB NO.1, MUKAH, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,PUNCAK BORNEO,YBB1318,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK KAMBUG, KUCHING, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,SANTUBONG,YBE1324,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK KPG SENARI, KUCHING,  SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,SARATOK,YBA2204,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK HJ JUNID, SARATOK, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,SELANGAU,YBB3210,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK SG SIONG, SIBU, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,SELANGAU,YBB3416,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK SG SEPIRING / SG TEPUS, SELANGAU, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,SERIAN,YBB8207,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK LEBUR / REMUN, SERIAN, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,SIBU,YEE3101,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SMK ROSLI DHOBY, SIBU, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,SRI AMAN,YBB2104,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK MELUGU, SRI AMAN, SARAWAK",SIAP,100,100
