TAHUN LULUS,PERUNTUKAN,NEGERI,PARLIMEN,KOD SEKOLAH,NAMA PROJEK,STATUS,% JADUAL **,% SEBENAR **
2020,RMK,SABAH,TENOM,XBA1349,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN 6  BILIK DARJAH,  BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 6 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK PAGUOKON, TENOM, SABAH (XBA1349)",SIAP,100,100
2020,RMK,SABAH,TUARAN,XBA4372,"DAIF SABAH (2020)- KERJA-KERJA MEMBAIKPULIH STRUKTUR BANGUNAN (ARAS 4) BLOK A : BANGUNAN AKADEMIK DI SK PEKAN TUARAN, SABAH",SIAP,100,100
2020,RMK,SABAH,TUARAN,XBA4401,"DAIF SABAH (2020) - PEMBINAAN GANTIAN 6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 6 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN DI SK BANTAYAN, TUARAN, SABAH (XBA4401)",SIAP,100,100
2020,RMK,SABAH,TUARAN,XBA4416,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN PENUH 6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN ,6 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK SAMBAH, TUARAN, SABAH (XBA4416)",SIAP,100,100
2020,RMK,SABAH,TUARAN,XEA4401,"DAIF SABAH (2020) - KERJA-KERJA MEMBAIKPULIH STRUKTUR DI SMK TENGHILAN, TUARAN, SABAH",SIAP,100,100
2020,RMK,SELANGOR,BANGI (SERDANG),BBA4025,"DAIF SELANGOR (2020) - PEMBINAAN 4 BILIK DARJAH BAHARU, 2 TANDAS, DAN MEMBAIK PULIH BUMBUNG DI SK BANDAR BARU BANGI, SELANGOR",SIAP,100,100
2020,RMK,SELANGOR,KLANG,BBA6003,"DAIF SELANGOR (2020) - GANTIAN TANDAS DAN MEMBAIK PULIH BUMBUNG DI SK (2) SIMPANG LIMA, SELANGOR",SIAP,100,100
2020,RMK,WILAYAH PERSEKUTUAN,BANDAR TUN RAZAK,WEA0252,"DAIF WP KUALA LUMPUR (2020)- KERJA-KERJA PEMBAIKAN AM DAN BUMBUNG BLOK PENTADBIRAN DAN AKADEMIK DI SMK ALAM DAMAI, KUALA LUMPUR",SIAP,100,100
2020,RMK,WILAYAH PERSEKUTUAN,SEPUTEH,WEB0243,"DAIF WP KUALA LUMPUR (2020)- KERJA-KERJA PEMBAIKAN AM DAN BUMBUNG BLOK PENTADBIRAN DAN AKADEMIK DI SMK DHARMA, KUALA LUMPUR",SIAP,100,100
2021,RM1B,SARAWAK,SERIAN,YBB8249,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 3) - SK KUJANG MAWANG, SERIAN, SARAWAK (YBB8249)",SIAP,100,100
2021,RMK,KELANTAN,PASIR PUTEH,DBC4285,"DAIF KELANTAN (2021) - PEMBINAAN BANGUNAN GANTIAN DI SJKC KAI CHIH, PASIR PUTEH, KELANTAN (DBC4285)",SIAP,100,100
2021,RMK,SABAH,BEAUFORT,XBA6034,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN 6 BILIK DARJAH, PENTADBIRAN DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK LUMAT, BEAUFORT, SABAH (XBA6034)",SIAP,100,100
2021,RMK,SABAH,BEAUFORT,XBA6305,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN PENUH 1 UNIT RUMAH GURU DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK KERUKAN, KUALA PENYU, SABAH (XBA6305)",SIAP,100,100
2021,RMK,SABAH,BELURAN,XBA2125,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN PENUH DI SK TAGAS-TAGAS BELURAN, SABAH (XBA2125)",SIAP,100,100
2021,RMK,SABAH,KENINGAU,XBA1214,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN DI SK LOTONG, TAMBUNAN, SABAH (XBA1214)",SIAP,100,100
2021,RMK,SABAH,KENINGAU,XBA1224,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN  GANTIAN  DI SK TIONG WIDO, TAMBUNAN, SABAH (XBA1224)",SIAP,100,100
2021,RMK,SABAH,KIMANIS,XBA4261,"DAIF SABAH (2021) -PEMBINAAN BANGUNAN GANTIAN PENUH 12 BILIK DARJAH, PENTADBIRAN DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK PEKAN KIMANIS, PAPAR, SABAH (XBA4261)",SIAP,100,100
2021,RMK,SABAH,KINABATANGAN,XBA2060,"DAIF SABAH (2021) -PEMBINAAN BANGUNAN GANTIAN PENUH 6 BILIK DARJAH, PENTADBIRAN DAN LAIN-LAIN KEMUDAHAN YANG MENGIKUT PIAWAI DI SK TANJONG ARU, SANDAKAN, SABAH (XBA2060)",SIAP,100,100
2021,RMK,SABAH,KOTA BELUD,XBA5348,"DAIF SABAH (2021) -PEMBINAAN BANGUNAN GANTIAN 6 BILIK DARJAH, PENTADBIRAN DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI   SK TENGKURUS, KOTA BELUD, SABAH (XBA5348)",SIAP,100,100
2021,RMK,SABAH,KOTA BELUD,XBA5354,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN 6 BILIK DARJAH, PENTADBIRAN DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK TUGUSON, KOTA BELUD, SABAH (XBA5354)",SIAP,100,100
2021,RMK,SABAH,KOTA BELUD,XBA5361,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN  DI SK KUALA ABAI, KOTA BELUD, SABAH (XBA5361)",SIAP,100,100
2021,RMK,SABAH,KUDAT,XBA5209,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN 10 BILIK DARJAH, PENTADBIRAN, 2 PRASEKOLAH DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK PINGGAN-PINGGAN, PITAS, SABAH (XBA5209)",SIAP,100,100
2021,RMK,SABAH,RANAU,XBA1202,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN 2 UNIT RUMAH GURU DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK KAINGARAN, TAMBUNAN, SABAH (XBA1202)",SIAP,100,100
2021,RMK,SABAH,RANAU,XEE5435,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN DI SMK MAT SALLEH RANAU, SABAH (XBA5435)",SIAP,100,100
2021,RMK,SABAH,SILAM,XEE3201,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN DI SMK KUNAK, KUNAK, SABAH (XEE3201)",SIAP,100,100
2021,RMK,SABAH,TENOM,XBA1308,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN PENUH DI SK ENTABUAN, TENOM, SABAH (XBA 1308)",SIAP,100,100
2021,RMK,SARAWAK,BETONG,YEE2401,"DAIF SARAWAK (2021) - PEMBINAAN GANTIAN DAN TAMBAHAN BANGUNAN DI SMK SARIBAS, DEBAK, BETONG, SARAWAK",SIAP,100,100
2021,RMK,SARAWAK,SARIKEI,YEE6101,"DAIF SARAWAK (2021) - PEMBINAAN GANTIAN DAN TAMBAHAN BANGUNAN DI SMK SG. PAOH, SARIKEI, SARAWAK",SIAP,100,100
2021,RMK,TERENGGANU,DUNGUN,TBA1028,"DAIF TERENGGANU (2021) - PEMBINAAN BANGUNAN GANTIAN PENUH DI SK LINTANG, DUNGUN, TERENGGANU (TBA 1028)",SIAP,100,100
2021,RMK,TERENGGANU,KEMAMAN,TBA2011,"DAIF TERENGGANU (2021) -PEMBINAAN BANGUNAN GANTIAN PENUH DI SK BUKIT KUANG, KEMAMAN, TERENGGANU (TBA 2011)",SIAP,100,100
2021,RMK,WILAYAH PERSEKUTUAN,LABUAN,WEE1011,"DAIF WILAYAH PERSEKUTUAN LABUAN (2021) - PEMBINAAN BANGUNAN GANTIAN DAN BANGUNAN TAMBAHAN  DI SMK LABUAN, WILAYAH PERSEKUTUAN LABUAN (WEE1011)",SIAP,100,100
2022,RMK,JOHOR,TANJUNG PIAI,JBA6023,"DAIF JOHOR (2022) - PEMBINAAN BANGUNAN GANTIAN KANTIN DAN LAIN-LAIN KEMUDAHAN DI SK PARIT PATAH, PONTIAN, JOHOR",SIAP,100,100
2022,RMK,KELANTAN,PASIR MAS,DBA3207,"DAIF KELANTAN (2022) - PEMBINAAN BANGUNAN GANTIAN PRASEKOLAH DI SK GUAL SITOK, PASIR MAS, KELANTAN (DBA3207)",SIAP,100,100
2022,RMK,KELANTAN,PASIR MAS,DBA3210,"DAIF KELANTAN (2022) - PEMBINAAN BANGUNAN GANTIAN PRASEKOLAH DI SK KANGKONG, PASIR MAS, KELANTAN (DBA3210)",SIAP,100,100
2022,RMK,KELANTAN,TUMPAT,DBA6335,"DAIF KELANTAN (2022) - GANTIAN PENUH KANTIN SEKOLAH DAN BINA BAHARU 1 BILIK DARJAH PRASEKOLAH DI SK KEBAKAT JAYA,TUMPAT, KELANTAN. (DBA6335)",SIAP,100,100
2022,RMK,KELANTAN,TUMPAT,DBA6353,"DAIF KELANTAN (2022) - PEMBINAAN BANGUNAN GANTIAN PRASEKOLAH DI SK SIMPANGAN, TUMPAT, KELANTAN (DBA6353)",SIAP,100,100
2022,RMK,NEGERI SEMBILAN,PORT DICKSON,NBA2003,"DAIF NEGERI SEMBILAN (2022) - PEMBINAAN BANGUNAN GANTIAN 10 BILIK DARJAH DAN LAIN-LAIN KEMUDAHAN DI SEKOLAH KEBANGSAAN SI RUSA, PORT DICKSON, NEGERI SEMBILAN (NBA2003)",SIAP,100,100
2022,RMK,NEGERI SEMBILAN,SEREMBAN,NBA4001,"DAIF NEGERI SEMBILAN (2022) - PEMBINAAN BANGUNAN GANTIAN 4 BILIK DARJAH, 2 PPKI, 1 UNIT PRASEKOLAH DAN LAIN-LAIN KEMUDAHAN DI SK DATO KLANA PUTRA, SEREMBAN, NEGERI SEMBILAN (NBA4001)",SIAP,100,100
2022,RMK,PERAK,LARUT,ABA6023,"DAIF PERAK (2022) - PEMBINAAN GANTIAN PENUH 2 BILIK DARJAH PRASEKOLAH DI SK TOH SAJAK, BATU KURAU, PERAK (ABA6023)",SIAP,100,100
2022,RMK,PERAK,SUNGAI SIPUT,ABA4031,"DAIF PERAK (2022) - PEMBINAAN BANGUNAN GANTIAN DI SEKOLAH KEBANGSAAN KARAI, KUALA KANGSAR, PERAK (ABA4031)",SIAP,100,100
2022,RMK,SABAH,KOTA MARUDU,XBA5089,"DAIF SABAH (2022) - PEMBINAAN BANGUNAN GANTIAN PENUH 4 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, PUSAT SUMBER SEKOLAH, TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK PARAPAT DARAT KUDAT, KUDAT, SABAH",SIAP,100,100
2022,RMK,SABAH,TENOM,XBA1348,"DAIF SABAH (2022) - PEMBINAAN BANGUNAN GANTIAN PENUH 1 BLOK PENTADBIRAN DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK JAWA SUMBILING, TENOM, SABAH",SIAP,100,100
2022,RMK,TERENGGANU,HULU TERENGGANU,TBA5025,"DAIF TERENGGANU(2022) - PEMBINAAN GANTIAN PENUH 6 BILIK DARJAH DAN LAIN-LAIN KEMUDAHAN DI SK BUKIT TADOK, HULU TERENGGANU, TERENGGANU (TBA5025)",SIAP,100,100
2022,RMK,TERENGGANU,KEMAMAN,TBA2013,"DAIF TERENGGANU (2022) - PEMBINAAN GANTIAN DEWAN TERTUTUP DAN LAIN-LAIN KEMUDAHAN DI SK KIJAL, KEMAMAN, TERENGGANU (TBA2013)",SIAP,100,100
2022,RMK,TERENGGANU,SETIU,TBA6117,"DAIF TERENGGANU (2022) - PEMBINAAN GANTIAN PENUH 1 BILIK DARJAH PRASEKOLAH DI SK JELAPANG, SETIU, TERENGGANU (TBA6117)",SIAP,100,100
2023,RMK,JOHOR,KLUANG,JBA2019,"DAIF JOHOR (2023) - PEMBINAAN SEMULA BANGUNAN DAIF DI SEKOLAH KEBANGSAAN KAMPONG MELAYU, KLUANG, JOHOR (JBA2019)",SIAP,100,100
2023,RMK,JOHOR,KLUANG,JBB2049,"DAIF JOHOR (2023) - PEMBINAAN SEMULA BANGUNAN DAIF DI SEKOLAH KEBANGSAAN TUNKU MAHMOOD 1, KLUANG, JOHOR (JBB2049)",SIAP,100,100
2023,RMK,KEDAH,KUBANG PASU,KBA4009,"DAIF KEDAH (2023) - PEMBINAAN SEMULA BANGUNAN DAIF DI SEKOLAH KEBANGSAAN JITRA, KUBANG PASU, KEDAH (KBA4009)",SIAP,100,100
2023,RMK,MELAKA,ALOR GAJAH,MBC1041,"DAIF MELAKA (2023) - PEMBINAAN SEMULA BANGUNAN DAIF DI SEKOLAH JENIS KEBANGSAAN CINA ON LOK, JASIN, MELAKA (MBC1041)",SIAP,100,100
2023,RMK,MELAKA,MASJID TANAH,MBA0022,"DAIF MELAKA (2023) - PEMBINAAN SEMULA BANGUNAN DAIF DI SEKOLAH SK SIMPANG EMPAT, ALOR GAJAH, MELAKA (MBA0022)",SIAP,100,100
2023,RMK,PAHANG,BENTONG,CEA0014,"DAIF PAHANG (2023) - PEMBINAAN SEMULA BANGUNAN DAIF DI SEKOLAH MENENGAH KEBANGSAAN BENTONG, BENTONG, PAHANG (CEA0014)",SIAP,100,100
2023,RMK,PAHANG,MARAN,CBA9048,"DAIF PAHANG (2023) - PEMBINAAN SEMULA BANGUNAN DAIF DI SEKOLAH KEBANGSAAN (LKTP) KG AWAH, MARAN, PAHANG (CBA9048)",SIAP,100,100
2023,RMK,PERAK,GERIK,ABA7019,"DAIF PERAK (2023) - PEMBINAAN SEMULA BANGUNAN DAIF DI SEKOLAH KEBANGSAAN SERI ADIKA RAJA, HULU PERAK, PERAK (ABA7019)",SIAP,100,100
2023,RMK,PERAK,GERIK,ABA7020,"DAIF PERAK (2023) - PEMBINAAN SEMULA BANGUNAN DAIF DI SEKOLAH KEBANGSAAN TAN SRI GHAZALI JAWI, HULU PERAK, PERAK (ABA7020)",SIAP,100,100
2023,RMK,PULAU PINANG,KEPALA BATAS,PEA2086,"DAIF PULAU PINANG (2023) - PEMBINAAN SEMULA BANGUNAN DAIF DI SEKOLAH MENENGAH KEBANGSAAN BERTAM INDAH, PULAU PINANG (PEA2086)",SIAP,100,100
2023,RMK,SELANGOR,HULU LANGAT,BBA4001,"DAIF SELANGOR (2023) - PEMBINAAN SEMULA BANGUNAN DAIF PRASEKOLAH DI SEKOLAH KEBANGSAAN SUNGAI SERAI, HULU LANGAT, SELANGOR (BBA4001)",SIAP,100,100
2023,RMK,SELANGOR,HULU LANGAT,BBA4023,"DAIF SELANGOR (2023) - PEMBINAAN SEMULA BANGUNAN DAIF DI SEKOLAH KEBANGSAAN RINCHING HILIR, HULU LANGAT, SELANGOR (BBA4023)",SIAP,100,100
2023,RMK,SELANGOR,SUNGAI BESAR,BBA6002,"DAIF SELANGOR (2023) - PEMBINAAN SEMULA BANGUNAN DAIF DI SEKOLAH KEBANGSAAN SUNGAI HAJI DORANI, SABAK BERNAM, SELANGOR (BBA6002)",SIAP,100,100
2023,RMK,TERENGGANU,MARANG,TBA4004,"DAIF TERENGGANU (2023) - PEMBINAAN SEMULA BANGUNAN DAIF DI SEKOLAH KEBANGSAAN MERCHANG, MARANG, TERENGGANU (TBA4004)",SIAP,100,100
2024,RMK,SARAWAK,BATANG SADONG,YBA8307,"DAIF SARAWAK RINTIS (2024): GANTIAN BLOK PENTADBIRAN DAN KUARTERS GURU DI SEKOLAH KEBANGSAAN KAMPUNG GUMPEY, SIMUNJAN, SARAWAK",SIAP,100,100
2024,RMK,SARAWAK,PUNCAK BORNEO,YBB1314,"DAIF SARAWAK RINTIS (2024): GANTIAN BLOK PENTADBIRAN DAN 3 BILIK DARJAH DI SEKOLAH KEBANGSAAN PELAMAN SIDUNUK, SERIAN, SARAWAK",SIAP,100,100
2024,RMK,SARAWAK,SRI AMAN,YBB2102,"DAIF SARAWAK RINTIS (2024): GANTIAN BLOK ASRAMA, DEWAN MAKAN DAN KUARTERS GURU DI SEKOLAH KEBANGSAAN BATU LINTANG, SRI AMAN, SARAWAK",SIAP,100,100
