district,total_population,secondary_school_students,primary_school_students,primary_mean,primary_median,primary_q1,primary_q3,primary_std,primary_iqr,secondary_mean,secondary_median,secondary_q1,secondary_q3,secondary_std,secondary_iqr,diff_mean,diff_median,diff_q1,diff_q3,diff_std,diff_iqr
Serian,85389,7339,7797,3.6206835578362195,3.0616666666666665,1.605,4.571666666666667,3.0989424345642473,2.9666666666666672,10.098032801780928,7.03,4.443333333333333,12.051666666666668,8.457433265938647,7.608333333333334,6.477349243944708,3.9683333333333337,2.8383333333333334,7.48,5.3584908313744,4.6416666666666675
Sibu,248009,20462,22130,3.475133077270673,2.7816666666666667,1.7916666666666667,4.2733333333333325,3.0889162754239123,2.4816666666666656,6.1913167497475,3.695,2.335,7.48,6.973265137483506,5.1450000000000005,2.716183672476827,0.9133333333333331,0.5433333333333332,3.206666666666668,3.8843488620595936,2.663333333333335
Simunjan,35705,3094,3417,3.4546175982830944,2.378333333333333,1.47,4.491666666666666,4.02184609277666,3.0216666666666665,14.134277634130576,7.006666666666666,4.038333333333333,22.716666666666665,13.833463305613162,18.67833333333333,10.679660035847482,4.628333333333333,2.5683333333333334,18.224999999999998,9.811617212836502,15.656666666666665
Song,9999,875,1082,5.1200391851310645,1.8,0.56,5.055000000000001,8.77496935739813,4.495000000000001,28.854007092198575,4.386666666666667,3.0900000000000003,19.82,58.6265087387132,16.73,23.73396790706751,2.586666666666667,2.5300000000000002,14.765,49.85153938131507,12.235
Sri Aman,61503,4343,5348,5.744543754674645,2.7783333333333333,1.675,5.4366666666666665,9.154673842455537,3.7616666666666667,18.721688351920694,6.158333333333333,2.9566666666666666,31.645,21.063521800307193,28.688333333333333,12.977144597246049,3.38,1.2816666666666665,26.208333333333332,11.908847957851656,24.926666666666666
Subis,57309,4333,4982,14.775070900537635,8.338333333333333,2.5133333333333336,19.078333333333333,17.534872512862822,16.564999999999998,33.877905269664666,27.81833333333333,9.903333333333334,47.63,30.519425258870918,37.72666666666667,19.10283436912703,19.479999999999997,7.390000000000001,28.55166666666667,12.984552746008095,21.16166666666667
Tanjung Manis,7903,536,719,3.809188687992582,2.353333333333333,1.52,6.208333333333333,3.3520695589009013,4.688333333333333,29.094112403100777,35.68666666666666,12.764999999999999,43.358333333333334,16.932139807752524,30.593333333333334,25.284923715108196,33.33333333333333,11.245,37.15,13.580070248851623,25.905
Tatau,32217,2541,3587,13.715397519030166,4.586666666666667,1.1466666666666667,19.736666666666668,20.23034007711827,18.59,54.340629895128096,30.27,4.431666666666667,73.26,68.53180006298489,68.82833333333333,40.62523237609793,25.683333333333334,3.285,53.52333333333334,48.301459985866614,50.23833333333333
Tebedu,25598,2600,2521,3.1498928996429987,2.415,1.2983333333333333,5.073333333333333,2.624674689128851,3.775,22.678476282051278,20.15666666666667,9.486666666666668,37.32,14.502626248235824,27.833333333333332,19.52858338240828,17.74166666666667,8.188333333333334,32.24666666666667,11.877951559106974,24.058333333333334
Telang Usan,17593,1988,2096,16.50668367346939,2.643333333333333,1.1883333333333332,21.46833333333333,26.907080967538942,20.279999999999998,83.21577271174864,70.91166666666666,26.583333333333332,117.90833333333333,72.73026573648949,91.325,66.70908903827925,68.26833333333333,25.395,96.44,45.82318476895054,71.045
