id,x,y,primary_school_students,secondary_school_students,district,parlimen,dun,bandar_luarbandar
3320,111.565282,2.021746,2.9903617585195206,2.8194839437469765,Sarikei,P.208 Sarikei,N.45 Repok,Luar Bandar
3321,111.565926,1.554932,5.022407402773083,4.805389798949554,Betong,P.204 Betong,N.37 Bukit Saban,Luar Bandar
3322,111.566127,1.968177,0.702375194111176,0.6622394687333945,Sarikei,P.209 Julau,N.47 Pakan,Luar Bandar
3323,111.566548,1.418593,2.6432392107073985,2.5290251707385605,Betong,P.204 Betong,N.36 Layar,Luar Bandar
3324,111.567271,1.704944,1.1483674101196888,1.0955689085049904,Saratok,P.205 Saratok,N.39 Krian,Luar Bandar
3325,111.567299,1.446051,3.504538261469788,3.353107595850723,Betong,P.204 Betong,N.36 Layar,Luar Bandar
3326,111.567962,2.006691,1.4047503882223522,1.3244789374667891,Sarikei,P.209 Julau,N.47 Pakan,Luar Bandar
3327,111.568198,1.37667,2.560330364532641,2.4496988055713538,Betong,P.204 Betong,N.36 Layar,Luar Bandar
3328,111.568198,1.460071,16.784806410345986,16.05953699755326,Betong,P.204 Betong,N.36 Layar,Luar Bandar
3329,111.568198,1.468411,7.264329018849716,6.9504382587759626,Betong,P.204 Betong,N.36 Layar,Luar Bandar
3330,111.568198,1.868733,9.120808615082836,8.234063333060895,Pakan,P.209 Julau,N.47 Pakan,Luar Bandar
3331,111.568198,2.010514,7.019379200389292,6.618271817509903,Sarikei,P.209 Julau,N.47 Pakan,Luar Bandar
3332,111.568198,2.018854,13.76423088826583,12.977703408936353,Sarikei,P.209 Julau,N.47 Pakan,Luar Bandar
3333,111.568198,2.118935,0.8479602400589541,0.7995053691984424,Sarikei,P.208 Sarikei,N.46 Meradong,Luar Bandar
3334,111.568198,2.669379,81.89323307717271,67.69840601046278,Matu,P.207 Igan,N.44 Jemoreng,Luar Bandar
3335,111.568198,2.677719,52.52165434601596,43.41790092603986,Matu,P.207 Igan,N.44 Jemoreng,Luar Bandar
3336,111.568587,2.05812,2.491968132099601,2.3495699531224807,Sarikei,P.208 Sarikei,N.45 Repok,Luar Bandar
3337,111.568651,1.447906,8.090601281028839,7.741007398515246,Betong,P.204 Betong,N.36 Layar,Luar Bandar
3338,111.568909,1.999792,7.02375194111176,6.622394687333945,Sarikei,P.209 Julau,N.47 Pakan,Luar Bandar
3339,111.569048,1.335104,5.390607579328083,5.157680091332426,Betong,P.203 Lubok Antu,N.33 Engkilili,Luar Bandar
3340,111.569225,2.042675,7.974298022718722,7.518623849991938,Sarikei,P.208 Sarikei,N.45 Repok,Luar Bandar
3341,111.569611,1.969249,0.702375194111176,0.6622394687333945,Sarikei,P.209 Julau,N.47 Pakan,Luar Bandar
3342,111.569831,1.471792,3.2782161165206904,3.1365648028438704,Betong,P.204 Betong,N.36 Layar,Luar Bandar
3343,111.56996,2.324446,75.69296033335462,63.07746694446219,Meradong,P.207 Igan,N.43 Daro,Luar Bandar
3344,111.570389,1.028132,4.875459525182996,3.9624521234633345,Sri Aman,P.202 Sri Aman,N.32 Simanggang,Luar Bandar
3345,111.570507,2.140141,0.8363779143527372,0.788584890675438,Sarikei,P.208 Sarikei,N.46 Meradong,Luar Bandar
3346,111.570711,1.433867,1.818814973187302,1.7402242027409371,Betong,P.204 Betong,N.36 Layar,Luar Bandar
3347,111.570754,1.979237,7.02375194111176,6.622394687333945,Sarikei,P.209 Julau,N.47 Pakan,Luar Bandar
3348,111.570808,1.096077,2.262843560920792,1.8390900850929284,Sri Aman,P.202 Sri Aman,N.32 Simanggang,Luar Bandar
3349,111.57113,2.116522,4.181889571763685,3.9429244533771897,Sarikei,P.208 Sarikei,N.46 Meradong,Luar Bandar
3350,111.57114,1.676453,5.740775324064314,5.476831631003886,Saratok,P.205 Saratok,N.39 Krian,Luar Bandar
