id,x,y,total_pop,f_0,f_5,f_10,f_15,f_20,f_25,f_30,f_35,f_40,f_45,f_50,f_55,f_60,f_65,f_70,f_75,f_80,m_0,m_5,m_10,m_15,m_20,m_25,m_30,m_35,m_40,m_45,m_50,m_55,m_60,m_65,m_70,m_75,m_80,district,parlimen,dun,bandar_luarbandar
0,109.643721,2.002174,42.13931668015085,1.3878218068313155,1.513987425634162,1.7663186632398558,1.6401530444370092,1.3878218068313155,1.3878218068313155,1.3878218068313155,1.2616561880284685,1.2616561880284685,1.3878218068313155,1.2616561880284685,1.2616561880284685,0.8831593316199279,0.756993712817081,0.5046624752113874,0.3784968564085405,0.2523312376056937,1.513987425634162,1.7663186632398558,2.0186499008455496,1.8924842820427028,1.6401530444370092,1.8924842820427028,1.7663186632398558,1.7663186632398558,1.513987425634162,1.513987425634162,1.3878218068313155,1.2616561880284685,0.8831593316199279,0.6308280940142342,0.5046624752113874,0.2523312376056937,0.2523312376056937,Lundu,P.193 Santubong,N.03 Tanjong Datu,Luar Bandar
1,109.643721,2.010514,43.54737866296568,1.4341951056665343,1.5645764789089465,1.8253392253937708,1.6949578521513589,1.4341951056665343,1.4341951056665343,1.4341951056665343,1.3038137324241221,1.3038137324241221,1.4341951056665343,1.3038137324241221,1.3038137324241221,0.9126696126968854,0.7822882394544732,0.5215254929696489,0.3911441197272366,0.26076274648482445,1.5645764789089465,1.8253392253937708,2.0861019718785956,1.9557205986361832,1.6949578521513589,1.9557205986361832,1.8253392253937708,1.8253392253937708,1.5645764789089465,1.5645764789089465,1.4341951056665343,1.3038137324241221,0.9126696126968854,0.6519068662120611,0.5215254929696489,0.26076274648482445,0.26076274648482445,Lundu,P.193 Santubong,N.03 Tanjong Datu,Luar Bandar
2,109.648269,1.98405,53.32097484697388,1.7560800099302778,1.9157236471966663,2.235010921729444,2.0753672844630553,1.7560800099302778,1.7560800099302778,1.7560800099302778,1.5964363726638886,1.5964363726638886,1.7560800099302778,1.5964363726638886,1.5964363726638886,1.117505460864722,0.9578618235983332,0.6385745490655556,0.4789309117991666,0.3192872745327778,1.9157236471966663,2.235010921729444,2.554298196262222,2.3946545589958332,2.0753672844630553,2.3946545589958332,2.235010921729444,2.235010921729444,1.9157236471966663,1.9157236471966663,1.7560800099302778,1.5964363726638886,1.117505460864722,0.7982181863319443,0.6385745490655556,0.3192872745327778,0.3192872745327778,Lundu,P.193 Santubong,N.03 Tanjong Datu,Luar Bandar
3,109.660892,1.897477,15.996594368454772,0.5268339462664746,0.5747279413816085,0.6705159316118766,0.6226219364967427,0.5268339462664746,0.5268339462664746,0.5268339462664746,0.47893995115134047,0.47893995115134047,0.5268339462664746,0.47893995115134047,0.47893995115134047,0.3352579658059383,0.28736397069080427,0.1915759804605362,0.14368198534540214,0.0957879902302681,0.5747279413816085,0.6705159316118766,0.7663039218421448,0.7184099267270108,0.6226219364967427,0.7184099267270108,0.6705159316118766,0.6705159316118766,0.5747279413816085,0.5747279413816085,0.5268339462664746,0.47893995115134047,0.3352579658059383,0.23946997557567024,0.1915759804605362,0.0957879902302681,0.0957879902302681,Lundu,P.193 Santubong,N.03 Tanjong Datu,Luar Bandar
4,109.677046,1.618532,301.5976572559478,9.932856975495287,10.835843973267586,12.641817968812182,11.738830971039885,9.932856975495287,9.932856975495287,9.932856975495287,9.029869977722988,9.029869977722988,9.932856975495287,9.029869977722988,9.029869977722988,6.320908984406091,5.417921986633793,3.6119479910891954,2.7089609933168965,1.8059739955445977,10.835843973267586,12.641817968812182,14.447791964356782,13.544804966584483,11.738830971039885,13.544804966584483,12.641817968812182,12.641817968812182,10.835843973267586,10.835843973267586,9.932856975495287,9.029869977722988,6.320908984406091,4.514934988861494,3.6119479910891954,1.8059739955445977,1.8059739955445977,Lundu,P.192 Mas Gading,N.01 Opar,Luar Bandar
5,109.677046,1.877854,21.097620602095443,0.6948318162366763,0.757998344985465,0.8843314024830424,0.8211648737342538,0.6948318162366763,0.6948318162366763,0.6948318162366763,0.6316652874878875,0.6316652874878875,0.6948318162366763,0.6316652874878875,0.6316652874878875,0.4421657012415212,0.3789991724927325,0.252666114995155,0.18949958624636626,0.1263330574975775,0.757998344985465,0.8843314024830424,1.01066445998062,0.9474979312318312,0.8211648737342538,0.9474979312318312,0.8843314024830424,0.8843314024830424,0.757998344985465,0.757998344985465,0.6948318162366763,0.6316652874878875,0.4421657012415212,0.31583264374394376,0.252666114995155,0.1263330574975775,0.1263330574975775,Lundu,P.193 Santubong,N.03 Tanjong Datu,Luar Bandar
6,109.67779,1.614986,32.11416199000474,1.0576520415869826,1.153802227185799,1.346102598383432,1.2499524127846156,1.0576520415869826,1.0576520415869826,1.0576520415869826,0.9615018559881658,0.9615018559881658,1.0576520415869826,0.9615018559881658,0.9615018559881658,0.673051299191716,0.5769011135928995,0.38460074239526637,0.28845055679644976,0.19230037119763319,1.153802227185799,1.346102598383432,1.5384029695810655,1.4422527839822488,1.2499524127846156,1.4422527839822488,1.346102598383432,1.346102598383432,1.153802227185799,1.153802227185799,1.0576520415869826,0.9615018559881658,0.673051299191716,0.4807509279940829,0.38460074239526637,0.19230037119763319,0.19230037119763319,Lundu,P.192 Mas Gading,N.01 Opar,Luar Bandar
7,109.685377,1.618532,332.16008180491286,10.939403891778568,11.933895154667528,13.922877680445449,12.928386417556489,10.939403891778568,10.939403891778568,10.939403891778568,9.944912628889607,9.944912628889607,10.939403891778568,9.944912628889607,9.944912628889607,6.9614388402227245,5.966947577333764,3.977965051555843,2.983473788666882,1.9889825257779215,11.933895154667528,13.922877680445449,15.911860206223372,14.91736894333441,12.928386417556489,14.91736894333441,13.922877680445449,13.922877680445449,11.933895154667528,11.933895154667528,10.939403891778568,9.944912628889607,6.9614388402227245,4.972456314444804,3.977965051555843,1.9889825257779215,1.9889825257779215,Lundu,P.192 Mas Gading,N.01 Opar,Luar Bandar
8,109.685377,1.626872,151.18232912949688,4.979058743785826,5.431700447766355,6.336983855727413,5.884342151746885,4.979058743785826,4.979058743785826,4.979058743785826,4.526417039805295,4.526417039805295,4.979058743785826,4.526417039805295,4.526417039805295,3.1684919278637067,2.7158502238831774,1.8105668159221184,1.3579251119415887,0.9052834079610592,5.431700447766355,6.336983855727413,7.242267263688474,6.789625559707944,5.884342151746885,6.789625559707944,6.336983855727413,6.336983855727413,5.431700447766355,5.431700447766355,4.979058743785826,4.526417039805295,3.1684919278637067,2.2632085199026477,1.8105668159221184,0.9052834079610592,0.9052834079610592,Lundu,P.192 Mas Gading,N.01 Opar,Luar Bandar
9,109.688401,1.616385,34.1563176398065,1.1249086647840465,1.2271730888553234,1.4317019369978772,1.3294375129266005,1.1249086647840465,1.1249086647840465,1.1249086647840465,1.0226442407127696,1.0226442407127696,1.1249086647840465,1.0226442407127696,1.0226442407127696,0.7158509684989386,0.6135865444276617,0.40905769628510785,0.30679327221383085,0.20452884814255393,1.2271730888553234,1.4317019369978772,1.6362307851404314,1.5339663610691543,1.3294375129266005,1.5339663610691543,1.4317019369978772,1.4317019369978772,1.2271730888553234,1.2271730888553234,1.1249086647840465,1.0226442407127696,0.7158509684989386,0.5113221203563848,0.40905769628510785,0.20452884814255393,0.20452884814255393,Lundu,P.192 Mas Gading,N.01 Opar,Luar Bandar
